Unnamed: 0,glcm_count,glcm_mean,ss_count,ss_mean,ss_std,substrate
0,9638,0.213128179553,9638,13.5781890369,3.82782328191,gravel
1,1298,0.189335004574,1298,17.1035983845,3.81524519747,boulders
2,16810,0.243896861987,16810,12.8588172963,3.79212165481,sand
3,2074,0.185351615472,2074,16.3492534053,3.26443535178,gravel
4,59523,0.258636646365,59523,14.1024635435,3.728196559,sand
5,5709,0.218688098869,5709,17.430889002,3.06360908419,gravel
6,6346,,6344,15.980268019,3.73272179403,boulders
7,4280,0.216856655228,4280,14.5579713055,3.77922823837,gravel
8,12059,,12037,11.1870949988,2.62024744138,sand
9,4425,0.265448170463,4425,5.63126588983,1.61131247879,sand
10,11305,,11298,13.6476630266,3.79148240562,boulders
11,10298,0.268644136187,10298,9.17605891314,1.92487706447,sand
12,4498,,4497,16.4653814348,2.80380484525,boulders
13,18151,0.246090333565,18151,8.94519499614,2.24692069785,sand
14,14397,0.269307119512,14397,7.29417478468,1.87035939411,sand
15,6543,0.221412020868,6543,10.3064797302,2.5050303777,gravel
16,6268,0.209550946399,6268,12.6653213744,2.60850027636,gravel
17,4413,0.205583971319,4413,14.0798439978,2.80837988495,sand
18,15013,0.253710602504,15013,9.62517276694,2.43889609289,sand
19,2971,0.278160914393,2971,7.08895757952,1.40716398082,sand
20,11784,0.270132154166,11784,9.98966686821,1.83102560104,sand
21,6796,0.275884456533,6796,8.75546162265,1.50397713669,sand
22,2799,0.219125064197,2799,9.92694935691,2.45862397686,gravel
23,1402,0.222981473349,1402,10.9828815977,2.2346952145,gravel
24,2626,0.242933239904,2626,9.44110948805,1.89292649009,sand
25,8091,0.257850097234,8091,9.54322511123,2.05687323994,sand
26,4439,0.226907068825,4439,14.8108614694,3.25154001368,boulders
27,10119,0.248184736402,10119,11.2112440088,1.90313472644,sand
28,10963,0.245510467025,10963,8.38464180653,2.14532526663,sand
29,11855,0.266590318233,11855,9.64811985976,2.25183414101,sand
30,12065,0.205935419796,12065,17.2612373083,3.6340055265,boulders
31,5438,0.240201107585,5438,12.7132806753,2.55788258314,sand
32,9276,0.231835579553,9276,15.2316411303,2.77236315561,sand
33,2894,0.26682689063,2894,9.06211666379,1.97590682721,sand
34,2106,0.234143118573,2106,9.45316024157,1.92752807777,sand
35,8347,0.226299786319,8347,14.0902335794,3.03039931036,gravel
36,5809,0.210888264203,5809,15.2010175482,2.97036148401,gravel
37,5266,,5248,14.2654463605,2.6426773937,gravel
38,1967,0.215213358675,1967,14.0985677745,2.51774481772,gravel
39,3133,0.244370349406,3133,11.5362833646,2.04514501261,sand
40,2245,0.217099291285,2245,14.0545004524,2.44711355865,sand
41,1634,0.207474408564,1634,17.005543815,3.07511690035,boulders
42,1288,0.191163957489,1288,15.256029212,2.84694497932,boulders
43,13255,0.257694472605,13255,9.30325113165,1.8451255466,sand
44,9458,0.224014433879,9458,14.8330579932,2.83658233009,sand
45,5574,0.217449405863,5574,14.6381946313,2.83386576638,sand
46,3858,0.219820092786,3858,15.7521120885,2.53320176003,sand
47,7010,0.237393427915,7010,10.0767976551,2.18742536045,sand
48,6674,0.263545085757,6674,8.87443811807,1.75097825399,sand
49,13913,0.210928234834,13913,14.5005312028,3.48720254722,gravel
50,3401,0.239988188504,3401,9.79583899956,1.83333112323,sand
51,6224,0.207264093629,6224,14.7853470437,3.39535540162,gravel
52,790,0.218925572649,790,10.3621742731,2.39414827346,gravel
53,3227,0.241630674775,3227,11.8163650934,2.08122178268,sand
54,1655,0.204782279669,1655,16.1625023603,2.61878411387,gravel
55,656,0.204078162589,656,11.5912847752,2.54157576716,gravel
56,732,0.22757981514,732,9.44326598788,2.30921072236,sand
0,14639,0.197154036441,14639,10.735510665,4.4341371008,boulders
1,2787,0.189035405384,2787,8.72654778323,3.68546536553,boulders
2,6703,0.23393100862,6703,12.1693504774,2.15469084502,sand
3,5204,0.235912654328,5204,7.04552162399,2.51737214555,sand
